containers,ram_limit,total_time,total_image_proc_time,ndvi_calc_time,read_time,write_time,system,ram,cpus
5,1.5,115.71019744873047,64.08124826749166,16.46460461616516,9.988097667694092,8.469646581013997,Windows,16,12
5,1.5,125.09288001060486,65.29549029668172,18.684820969899494,10.279133510589599,7.280774275461833,Windows,16,125,1.5,114.00372171401978,70.01405429840088,16.005633020401,9.716572491327922,9.587753121058146,Windows,16,12
5,1.5,99.69920921325684,54.798787434895836,15.62655930519104,7.045896784464518,7.622195323308309,Windows,16,12
5,1.5,96.04723763465881,57.2488605817159,15.310112810134887,4.925926955540975,8.225706863403321,Windows,16,12
5,1.5,112.89849352836609,60.51509714126587,18.173885917663576,5.040130170186361,7.645972426732381,Windows,16,12
5,1.5,94.20079970359802,56.70994154612223,16.13913803100586,5.807139857610067,7.049947309494018,Windows,16,12
